ID,RA (core),DEC (core),RA (centroid),DEC (centroid),FLUX,Core frac,BMAJ,BMIN,PA,SIZE,CLASS,SELECTION,x,y
17403599,-0.49663076,-29.79287529,-0.49663076,-29.79287529,6.77876e-06,-0.0,0.523,0.22,11.233,2,3,1,2600,1261
9748219,-0.61535716,-29.81443977,-0.61535716,-29.81443977,5.14655e-06,-0.0,0.972,0.413,-37.412,2,3,1,3213,1129
7168817,-0.43725505,-29.68405342,-0.43725505,-29.68405342,6.01304e-06,-0.0,0.851,0.357,-57.672,2,3,1,2296,1911
23034692,-0.26320177,-29.80952835,-0.26320177,-29.80952835,7.00822e-06,-0.0,0.358,0.15,52.082,2,3,1,1393,1166
9541338,-0.30056536,-29.55110931,-0.30056536,-29.55110931,1.86735e-05,-0.0,0.668,0.273,-17.91,2,3,1,1590,2705
3383206,-0.5560863,-29.74935341,-0.5560863,-29.74935341,2.89498e-06,-0.0,0.419,0.173,-53.558,2,3,1,2909,1519
4249904,-0.08921489,-29.7232151,-0.08921489,-29.7232151,9.97981e-06,-0.0,1.718,0.712,-11.718,2,3,1,494,1681
29947287,-0.50951356,-29.84467125,-0.50951356,-29.84467125,7.94608e-06,-0.0,0.941,0.385,14.67,2,3,1,2665,952
7977672,-0.22334048,-29.72991562,-0.22334048,-29.72991562,1.19764e-05,-0.0,1.765,0.716,21.468,2,3,1,1188,1640
25950692,-0.01897812,-29.87015343,-0.01897812,-29.87015343,7.87946e-06,-0.0,0.818,0.335,-64.848,2,3,1,131,806
13027443,-0.35454521,-29.58909035,-0.35454521,-29.58909035,1.30256e-05,-0.0,0.943,0.386,45.423,2,3,1,1869,2478
18239072,-0.43745309,-29.76955986,-0.43745309,-29.76955986,1.08133e-05,-0.0,1.081,0.443,37.555,2,3,1,2295,1401
31641380,-0.01411333,-29.83607101,-0.01411333,-29.83607101,9.82476e-06,-0.0,1.489,0.614,-59.323,2,3,1,105,1009
5651195,-0.1279877,-29.71388054,-0.1279877,-29.71388054,2.99757e-06,-0.0,0.553,0.226,65.217,2,3,1,695,1737
2820610,-0.34158856,-29.56846809,-0.34158856,-29.56846809,4.82155e-06,-0.0,1.029,0.418,89.72,2,3,1,1803,2601
26035909,-0.65651679,-29.47002792,-0.65651679,-29.47002792,1.75851e-05,-0.0,1.118,0.459,-8.893,2,3,1,3438,3180
1596218,-0.09111924,-29.88448524,-0.09111924,-29.88448524,1.93635e-05,-0.0,1.171,0.483,-59.049,2,3,1,503,721
21205705,-0.5249356,-29.59691238,-0.5249356,-29.59691238,3.17737e-06,-0.0,0.615,0.251,79.09,2,3,1,2752,2428
23620849,-0.43857643,-29.54834366,-0.43857643,-29.54834366,5.36245e-06,-0.0,0.538,0.222,53.006,2,3,1,2306,2719
35285349,-0.11432799,-29.60138702,-0.11432799,-29.60138702,2.73993e-05,-0.0,0.616,0.255,-69.843,2,3,1,625,2407
1357773,-0.05021242,-29.81635666,-0.05021242,-29.81635666,2.09707e-05,-0.0,0.659,0.267,66.448,2,3,1,292,1127
30230295,-0.4781186,-29.86306381,-0.4781186,-29.86306381,1.57121e-05,-0.0,0.918,0.374,-66.253,2,3,1,2503,843
30810428,-0.19792023,-29.76514053,-0.19792023,-29.76514053,1.10667e-05,-0.0,0.728,0.295,34.836,2,3,1,1056,1431
7138870,-0.04204147,-29.49803352,-0.04204147,-29.49803352,5.48008e-06,-0.0,0.773,0.316,-64.593,2,3,1,251,3023
6664303,-0.17298941,-29.41265106,-0.17298941,-29.41265106,8.79457e-06,-0.0,0.539,0.223,-40.406,2,3,1,930,3531
25360927,-0.32965666,-29.76023483,-0.32965666,-29.76023483,4.65797e-06,-0.0,0.808,0.33,-88.906,2,3,1,1737,1459
33831981,-0.3888171,-29.47241211,-0.3888171,-29.47241211,1.21883e-05,-0.0,0.753,0.31,-48.6,2,3,1,2049,3172
14704069,-0.15114719,-29.50703239,-0.15114719,-29.50703239,3.74094e-06,-0.0,0.276,0.112,-56.761,2,3,1,816,2969
12662668,-0.67037719,-29.89994621,-0.67037719,-29.89994621,3.70147e-06,-0.0,0.527,0.214,-32.234,2,3,1,3495,618
26945314,-0.15341619,-29.91796875,-0.15341619,-29.91796875,5.73636e-06,-0.0,1.009,0.418,-82.317,2,3,1,825,521
32900073,-0.31897005,-29.8261795,-0.31897005,-29.8261795,8.26178e-06,-0.0,0.377,0.154,-45.027,2,3,1,1681,1066
9009530,-0.22812043,-29.61661911,-0.22812043,-29.61661911,5.66174e-06,-0.0,0.871,0.356,9.005,2,3,1,1214,2315
34776565,-0.29617357,-29.70540428,-0.29617357,-29.70540428,2.17659e-05,-0.0,1.085,0.443,-60.656,2,3,1,1565,1786
33169682,-0.48104107,-29.62219429,-0.48104107,-29.62219429,2.78644e-05,-0.0,1.239,0.513,73.872,2,3,1,2524,2278
29016627,-0.18174928,-29.81686401,-0.18174928,-29.81686401,1.17469e-05,-0.0,0.526,0.216,-6.51,2,3,1,972,1123
29876514,-0.19672793,-29.65474129,-0.19672793,-29.65474129,7.30442e-06,-0.0,0.846,0.343,3.759,2,3,1,1051,2089
31916037,-0.28598669,-29.74243164,-0.28598669,-29.74243164,7.47876e-06,-0.0,0.481,0.196,-64.6,2,3,1,1512,1565
10729361,-0.02113759,-29.62334633,-0.02113759,-29.62334633,9.08785e-06,-0.0,1.488,0.604,-56.826,2,3,1,142,2277
11717134,-0.45101628,-29.8669796,-0.45101628,-29.8669796,2.70328e-05,-0.0,0.618,0.251,-15.708,2,3,1,2363,820
3853504,-0.18762706,-29.84388161,-0.18762706,-29.84388161,3.44957e-05,-0.0,1.549,0.641,57.975,2,3,1,1002,962
14248916,-0.20615834,-29.60668945,-0.20615834,-29.60668945,1.79935e-05,-0.0,1.683,0.686,-8.85,2,3,1,1100,2375
15225766,-0.46883109,-29.90701866,-0.46883109,-29.90701866,1.10676e-05,-0.0,0.683,0.28,32.091,2,3,1,2454,582
7704360,-0.54732531,-29.59124565,-0.54732531,-29.59124565,3.35416e-06,-0.0,0.733,0.299,-43.124,2,3,1,2868,2461
4802041,-0.50956351,-29.67361641,-0.50956351,-29.67361641,3.441e-06,-0.0,0.577,0.239,-76.549,2,3,1,2670,1971
6964641,-0.01211283,-29.57483292,-0.01211283,-29.57483292,6.65412e-06,-0.0,0.674,0.278,-69.12,2,3,1,95,2566
5838092,-0.3070474,-29.59806824,-0.3070474,-29.59806824,8.21797e-06,-0.0,0.953,0.39,82.897,2,3,1,1623,2425
32377664,-0.05254876,-29.53160667,-0.05254876,-29.53160667,1.31731e-05,-0.0,1.417,0.578,-15.54,2,3,1,305,2823
35106972,-0.27818036,-29.84095192,-0.27818036,-29.84095192,1.1068e-05,-0.0,0.674,0.273,29.876,2,3,1,1470,978
35588886,-0.142382,-29.5087719,-0.142382,-29.5087719,5.35108e-06,-0.0,0.719,0.295,48.886,2,3,1,771,2959
15227409,-0.58798724,-29.79257965,-0.58798724,-29.79257965,3.30149e-06,-0.0,0.563,0.228,-79.299,2,3,1,3073,1260
26682119,-0.33657581,-29.77083588,-0.33657581,-29.77083588,4.26912e-06,-0.0,1.195,0.495,-34.163,2,3,1,1773,1395
28416977,-0.10279541,-29.4934845,-0.10279541,-29.4934845,1.93246e-05,-0.0,1.218,0.502,-3.904,2,3,1,566,3050
19551265,-0.29972681,-29.63794899,-0.29972681,-29.63794899,7.2182e-06,-0.0,0.8,0.324,-22.254,2,3,1,1585,2187
2775361,-0.63886428,-29.47729683,-0.63886428,-29.47729683,1.52714e-05,-0.0,0.764,0.316,38.014,2,3,1,3346,3137
17522986,-0.17068361,-29.73983765,-0.17068361,-29.73983765,6.6867e-06,-0.0,0.305,0.124,-87.785,2,3,1,915,1582
1949560,-0.47486269,-29.92696381,-0.47486269,-29.92696381,3.98041e-06,-0.0,0.347,0.141,7.659,2,3,1,2484,463
5759204,-0.54024768,-29.71403694,-0.54024768,-29.71403694,1.18436e-05,-0.0,1.08,0.442,18.489,2,3,1,2828,1730
20865651,-0.1513647,-29.53248787,-0.1513647,-29.53248787,1.3995e-05,-0.0,0.482,0.198,-23.409,2,3,1,817,2817
13712791,-0.06511097,-29.53644562,-0.06511097,-29.53644562,9.77655e-06,-0.0,0.766,0.317,-63.149,2,3,1,370,2794
5377204,-0.15357436,-29.58175659,-0.15357436,-29.58175659,3.14572e-06,-0.0,0.376,0.155,-74.756,2,3,1,828,2524
4286206,-0.50769675,-29.88544655,-0.50769675,-29.88544655,1.43871e-05,-0.0,0.816,0.333,19.781,2,3,1,2655,709
12145964,-0.64712042,-29.55901718,-0.64712042,-29.55901718,1.08251e-05,-0.0,0.627,0.259,-87.862,2,3,1,3386,2650
17498664,-0.27958411,-29.85630798,-0.27958411,-29.85630798,1.49871e-05,-0.0,0.912,0.376,-83.398,2,3,1,1477,887
22371973,-0.17330696,-29.56340027,-0.17330696,-29.56340027,3.75217e-06,-0.0,0.805,0.33,-38.245,2,3,1,931,2633
14866204,-0.49746445,-29.77785683,-0.49746445,-29.77785683,4.95394e-06,-0.0,0.641,0.264,-53.958,2,3,1,2605,1350
13789586,-0.1681847,-29.79657555,-0.1681847,-29.79657555,8.72607e-06,-0.0,0.508,0.207,-45.732,2,3,1,902,1244
4780817,-0.11648274,-29.60583496,-0.11648274,-29.60583496,4.28942e-06,-0.0,0.602,0.248,47.068,2,3,1,636,2381
12042582,-0.36374855,-29.51561737,-0.36374855,-29.51561737,5.0054e-06,-0.0,0.918,0.374,27.419,2,3,1,1918,2915
35440842,-0.35184219,-29.50529099,-0.35184219,-29.50529099,4.52019e-06,-0.0,0.729,0.296,77.443,2,3,1,1857,2977
11654899,-0.00254416,-29.65694237,-0.00254416,-29.65694237,4.89614e-06,-0.0,0.582,0.233,-0.437,2,3,1,46,2076
28388573,-0.48909298,-29.84776497,-0.48909298,-29.84776497,5.91789e-06,-0.0,0.669,0.267,84.478,2,3,1,2560,934
14526143,-0.25893241,-29.6981678,-0.25893241,-29.6981678,6.86669e-06,-0.0,0.405,0.16,-56.078,2,3,1,1373,1829
19519268,-0.66165614,-29.84271622,-0.66165614,-29.84271622,1.21916e-05,-0.0,0.727,0.288,-43.041,2,3,1,3452,960
21232058,-0.45160568,-29.73544312,-0.45160568,-29.73544312,8.81877e-06,-0.0,0.485,0.195,-87.101,2,3,1,2369,1604
17953586,-0.43053439,-29.82813835,-0.43053439,-29.82813835,3.19252e-06,-0.0,0.185,0.074,6.078,2,3,1,2258,1052
11471612,-0.46412128,-29.45894051,-0.46412128,-29.45894051,7.42911e-06,-0.0,0.497,0.2,43.728,2,3,1,2440,3251
22620440,-0.28386983,-29.77481079,-0.28386983,-29.77481079,4.88561e-05,-0.0,1.841,0.735,8.197,2,3,1,1500,1372
13866304,-0.48482394,-29.74649429,-0.48482394,-29.74649429,3.57352e-06,-0.0,0.494,0.195,89.483,2,3,1,2540,1538
17240352,-0.26640481,-29.87728691,-0.26640481,-29.87728691,1.01509e-05,-0.0,0.554,0.221,53.71,2,3,1,1409,762
20500396,-0.16254462,-29.91327286,-0.16254462,-29.91327286,3.05238e-06,-0.0,0.462,0.183,4.99,2,3,1,872,549
31655688,-0.29450595,-29.68804741,-0.29450595,-29.68804741,5.05374e-06,-0.0,0.639,0.254,43.902,2,3,1,1557,1889
4013381,-0.01331529,-29.80546761,-0.01331529,-29.80546761,2.43736e-05,-0.0,0.921,0.369,-31.443,2,3,1,101,1191
31323991,-0.06885581,-29.54681969,-0.06885581,-29.54681969,1.17559e-05,-0.0,0.932,0.369,49.906,2,3,1,389,2732
9902021,-0.24689917,-29.55150604,-0.24689917,-29.55150604,4.88844e-06,-0.0,0.537,0.213,-80.752,2,3,1,1312,2703
11412123,-0.60114563,-29.80301285,-0.60114563,-29.80301285,1.02501e-05,-0.0,0.704,0.28,-17.07,2,3,1,3140,1198
3363443,-0.1777762,-29.61571884,-0.1777762,-29.61571884,1.14657e-05,-0.0,1.612,0.644,31.461,2,3,1,953,2321
12146706,-0.02361483,-29.50432396,-0.02361483,-29.50432396,7.29846e-06,-0.0,0.552,0.221,25.369,2,3,1,155,2986
26621351,-0.6094529,-29.7285099,-0.6094529,-29.7285099,1.67098e-05,-0.0,0.853,0.344,42.791,2,3,1,3186,1642
27732676,-0.0757582,-29.75894165,-0.0757582,-29.75894165,6.69873e-06,-0.0,0.688,0.276,-29.062,2,3,1,424,1469
19612461,-0.28435373,-29.58846855,-0.28435373,-29.58846855,5.22972e-06,-0.0,0.56,0.225,21.136,2,3,1,1506,2482
2161051,-0.23007053,-29.66037369,-0.23007053,-29.66037369,1.55467e-05,-0.0,1.742,0.695,37.272,2,3,1,1224,2055
25049156,-0.01362427,-29.86251068,-0.01362427,-29.86251068,4.49843e-06,-0.0,0.355,0.14,37.019,2,3,1,103,852
22948812,-0.57344842,-29.64116287,-0.57344842,-29.64116287,3.42009e-06,-0.0,0.43,0.174,9.538,2,3,1,3002,2163
26571076,-0.06837597,-29.49019814,-0.06837597,-29.49019814,4.05577e-06,-0.0,0.276,0.11,77.742,2,3,1,387,3070
15517071,-0.1217819,-29.78714943,-0.1217819,-29.78714943,7.2491e-06,-0.0,0.431,0.173,39.654,2,3,1,662,1300
13747697,-0.41295308,-29.81493759,-0.41295308,-29.81493759,7.82517e-06,-0.0,1.261,0.499,-68.448,2,3,1,2167,1131
24898059,-0.2279848,-29.63515472,-0.2279848,-29.63515472,4.18085e-06,-0.0,0.438,0.176,9.538,2,3,1,1213,2205
36265141,-0.44740969,-29.64756203,-0.44740969,-29.64756203,1.00703e-05,-0.0,0.904,0.363,51.574,2,3,1,2349,2128
2651864,-0.63196766,-29.75364685,-0.63196766,-29.75364685,9.71261e-06,-0.0,0.61,0.241,-77.439,2,3,1,3301,1491
6285391,-0.66262192,-29.7151413,-0.66262192,-29.7151413,8.79602e-06,-0.0,0.986,0.394,78.698,2,3,1,3461,1720
17939810,-0.53455323,-29.85749054,-0.53455323,-29.85749054,5.98597e-06,-0.0,0.563,0.223,-69.514,2,3,1,2795,875
20557165,-0.47233582,-29.9169445,-0.47233582,-29.9169445,3.45884e-06,-0.0,0.69,0.275,-72.252,2,3,1,2472,522
31186228,-0.47434574,-29.50439262,-0.47434574,-29.50439262,1.61387e-05,-0.0,0.535,0.215,48.28,2,3,1,2492,2980
34563153,-0.55852699,-29.411129,-0.55852699,-29.411129,8.27037e-06,-0.0,0.667,0.266,-48.305,2,3,1,2931,3534
26127243,-0.28821284,-29.93956184,-0.28821284,-29.93956184,4.04269e-06,-0.0,0.42,0.166,-66.72,2,3,1,1520,391
17588604,-0.32446983,-29.71045685,-0.32446983,-29.71045685,6.41968e-06,-0.0,0.456,0.183,-44.487,2,3,1,1711,1755
29140443,-0.19105738,-29.44806099,-0.19105738,-29.44806099,8.20916e-06,-0.0,0.698,0.279,-65.291,2,3,1,1024,3320
27296213,-0.61655253,-29.56358337,-0.61655253,-29.56358337,1.33765e-05,-0.0,0.869,0.35,-12.589,2,3,1,3228,2624
23555536,-0.41398925,-29.88571167,-0.41398925,-29.88571167,8.34664e-06,-0.0,1.888,0.761,73.823,2,3,1,2171,710
29439874,-0.01857161,-29.41973495,-0.01857161,-29.41973495,1.07762e-05,-0.0,2.694,1.083,-79.251,2,3,1,129,3490
22542856,-0.22716665,-29.50375366,-0.22716665,-29.50375366,5.56791e-06,-0.0,0.833,0.334,-11.358,2,3,1,1210,2988
13325152,-0.31749663,-29.60477638,-0.31749663,-29.60477638,3.99154e-06,-0.0,0.442,0.178,72.641,2,3,1,1677,2385
27781803,-0.51796764,-29.45379639,-0.51796764,-29.45379639,8.79571e-06,-0.0,1.514,0.605,-61.769,2,3,1,2720,3281
32590308,-0.51110113,-29.46912003,-0.51110113,-29.46912003,5.23386e-06,-0.0,0.689,0.276,-82.782,2,3,1,2684,3189
13385835,-0.6164096,-29.59995461,-0.6164096,-29.59995461,6.90405e-06,-0.0,0.552,0.22,49.803,2,3,1,3226,2407
16050728,-0.27440897,-29.44561195,-0.27440897,-29.44561195,1.45376e-05,-0.0,2.337,0.928,11.882,2,3,1,1456,3334
24194265,-0.53545421,-29.74340248,-0.53545421,-29.74340248,4.71809e-06,-0.0,0.4,0.158,-15.561,2,3,1,2802,1555
21370927,-0.33256456,-29.49283218,-0.33256456,-29.49283218,6.57223e-06,-0.0,0.487,0.197,61.874,2,3,1,1757,3052
23541326,-0.402529,-29.89246941,-0.402529,-29.89246941,8.43855e-06,-0.0,0.343,0.136,-26.563,2,3,1,2112,669
32694000,-0.6021443,-29.70836067,-0.6021443,-29.70836067,1.16045e-05,-0.0,1.371,0.545,22.196,2,3,1,3148,1762
2314360,-0.1776741,-29.72408295,-0.1776741,-29.72408295,1.88637e-05,-0.0,0.688,0.276,38.75,2,3,1,952,1676
2197266,-0.13371283,-29.87011909,-0.13371283,-29.87011909,5.26013e-06,-0.0,0.275,0.111,-30.7,2,3,1,723,806
19454169,-0.26642451,-29.81653595,-0.26642451,-29.81653595,3.14391e-06,-0.0,0.514,0.204,-33.916,2,3,1,1410,1124
18719885,-0.24180263,-29.50780678,-0.24180263,-29.50780678,5.28631e-06,-0.0,0.486,0.195,17.799,2,3,1,1286,2964
9916611,-0.09879064,-29.56541634,-0.09879064,-29.56541634,1.96759e-05,-0.0,0.751,0.3,36.899,2,3,1,544,2621
12098128,-0.46881554,-29.69082642,-0.46881554,-29.69082642,2.06865e-05,-0.0,0.986,0.397,-27.895,2,3,1,2459,1870
26011302,-0.3874459,-29.85553551,-0.3874459,-29.85553551,1.59139e-05,-0.0,1.026,0.403,-11.122,2,3,1,2034,890
6320217,-0.08948013,-29.68543816,-0.08948013,-29.68543816,1.24475e-05,-0.0,0.903,0.349,83.76,2,3,1,496,1906
26367667,-0.61385071,-29.71076202,-0.61385071,-29.71076202,1.78752e-05,-0.0,0.627,0.247,-66.803,2,3,1,3209,1747
19732214,-0.32443503,-29.63013458,-0.32443503,-29.63013458,1.42027e-05,-0.0,1.484,0.571,-55.881,2,3,1,1713,2234
19695027,-0.33517808,-29.80447006,-0.33517808,-29.80447006,9.54169e-06,-0.0,1.392,0.543,17.684,2,3,1,1765,1195
16212604,-0.39511123,-29.55150604,-0.39511123,-29.55150604,7.22299e-06,-0.0,0.686,0.267,-45.985,2,3,1,2080,2701
6256860,-0.27730989,-29.47990799,-0.27730989,-29.47990799,5.11535e-06,-0.0,0.28,0.111,2.417,2,3,1,1471,3129
7135086,-0.39849508,-29.68331909,-0.39849508,-29.68331909,4.4357e-06,-0.0,0.433,0.169,-49.032,2,3,1,2095,1916
25219071,-0.14305058,-29.91287994,-0.14305058,-29.91287994,5.65402e-06,-0.0,1.206,0.466,-55.394,2,3,1,771,551
32481027,-0.45870441,-29.51921272,-0.45870441,-29.51921272,1.24048e-05,-0.0,0.777,0.306,8.512,2,3,1,2411,2892
23006991,-0.22665904,-29.6954155,-0.22665904,-29.6954155,9.06617e-06,-0.0,0.681,0.268,-84.94,2,3,1,1206,1846
9541886,-0.38962069,-29.86983299,-0.38962069,-29.86983299,5.0574e-06,-0.0,0.508,0.196,-49.006,2,3,1,2045,805
18723730,-0.04552998,-29.84665108,-0.04552998,-29.84665108,4.93305e-06,-0.0,0.346,0.134,2.422,2,3,1,268,946
10672666,-0.54817086,-29.64240265,-0.54817086,-29.64240265,2.68669e-05,-0.0,1.407,0.549,-5.705,2,3,1,2871,2156
13130888,-0.41784087,-29.5716362,-0.41784087,-29.5716362,4.48248e-06,-0.0,0.828,0.32,0.752,2,3,1,2198,2581
1814782,-0.01583748,-29.59232903,-0.01583748,-29.59232903,6.10136e-06,-0.0,0.459,0.18,-87.755,2,3,1,115,2461
9058164,-0.39989817,-29.69786072,-0.39989817,-29.69786072,7.02757e-06,-0.0,1.438,0.554,-70.859,2,3,1,2102,1829
2322601,-0.38655931,-29.77375031,-0.38655931,-29.77375031,4.14068e-06,-0.0,0.494,0.19,-80.498,2,3,1,2032,1377
22877236,-0.17023629,-29.70225525,-0.17023629,-29.70225525,2.69465e-05,-0.0,0.825,0.32,58.768,2,3,1,913,1806
3200955,-0.34751996,-29.63267899,-0.34751996,-29.63267899,8.30425e-06,-0.0,0.892,0.349,21.284,2,3,1,1832,2218
24270568,-0.25911367,-29.8097477,-0.25911367,-29.8097477,3.558e-06,-0.0,0.491,0.191,-51.513,2,3,1,1372,1164
32414471,-0.20179242,-29.92042732,-0.20179242,-29.92042732,9.59647e-06,-0.0,0.735,0.285,17.105,2,3,1,1075,506
13527536,-0.04887669,-29.70890236,-0.04887669,-29.70890236,3.76324e-06,-0.0,0.778,0.3,82.06,2,3,1,285,1767
29511084,-0.17174961,-29.67840385,-0.17174961,-29.67840385,8.62953e-06,-0.0,0.473,0.185,24.001,2,3,1,922,1948
33145098,-0.63275814,-29.53277206,-0.63275814,-29.53277206,1.45325e-05,-0.0,1.125,0.442,34.567,2,3,1,3312,2807
7696186,-0.46829167,-29.63836861,-0.46829167,-29.63836861,9.62709e-06,-0.0,0.549,0.214,19.481,2,3,1,2457,2182
16282986,-0.33679295,-29.69984055,-0.33679295,-29.69984055,8.24143e-06,-0.0,0.538,0.208,74.172,2,3,1,1775,1818
19758010,-0.1455798,-29.92619133,-0.1455798,-29.92619133,2.90129e-05,-0.0,1.046,0.411,-49.386,2,3,1,784,472
4306920,-0.28860003,-29.4504509,-0.28860003,-29.4504509,1.30669e-05,-0.0,0.887,0.347,-34.888,2,3,1,1530,3305
8484102,-0.33369625,-29.78336334,-0.33369625,-29.78336334,6.67368e-06,-0.0,0.714,0.277,5.625,2,3,1,1758,1321
31878748,-0.53302592,-29.63415718,-0.53302592,-29.63415718,5.33486e-06,-0.0,0.955,0.369,15.583,2,3,1,2793,2206
13185447,-0.25436187,-29.45509529,-0.25436187,-29.45509529,7.17986e-06,-0.0,0.49,0.193,-72.285,2,3,1,1352,3277
13539546,-0.11536285,-29.56727028,-0.11536285,-29.56727028,1.8124e-05,-0.0,0.998,0.388,-64.409,2,3,1,630,2610
15564687,-0.49646348,-29.42072487,-0.49646348,-29.42072487,1.11812e-05,-0.0,1.057,0.414,-36.544,2,3,1,2609,3478
30577689,-0.13797246,-29.76763344,-0.13797246,-29.76763344,7.56782e-06,-0.0,0.299,0.116,-76.181,2,3,1,746,1416
7089956,-0.23663625,-29.6410141,-0.23663625,-29.6410141,9.69919e-06,-0.0,0.947,0.369,-52.37,2,3,1,1258,2170
23716799,-0.33542907,-29.47242165,-0.33542907,-29.47242165,1.3449e-05,-0.0,1.162,0.453,-78.15,2,3,1,1772,3173
1425136,-0.47418836,-29.54983139,-0.47418836,-29.54983139,3.88873e-06,-0.0,0.859,0.336,51.902,2,3,1,2490,2709
32129992,-0.5706526,-29.88386536,-0.5706526,-29.88386536,5.41363e-05,-0.0,1.263,0.488,18.1,2,3,1,2980,717
12331217,-0.04684375,-29.71936798,-0.04684375,-29.71936798,2.0309e-05,-0.0,1.514,0.596,8.15,2,3,1,275,1704
1404187,-0.50603914,-29.48278618,-0.50603914,-29.48278618,1.52445e-05,-0.0,1.395,0.547,-76.532,2,3,1,2657,3108
25762453,-0.22956584,-29.62870789,-0.22956584,-29.62870789,8.49193e-06,-0.0,1.438,0.561,51.752,2,3,1,1221,2243
11893704,-0.54523122,-29.84363174,-0.54523122,-29.84363174,1.56611e-05,-0.0,0.979,0.38,18.801,2,3,1,2850,957
6905708,-0.11672493,-29.89563751,-0.11672493,-29.89563751,1.29367e-05,-0.0,1.243,0.491,-46.376,2,3,1,635,654
9064829,-0.38348261,-29.47324371,-0.38348261,-29.47324371,6.32544e-06,-0.0,0.236,0.091,32.22,2,3,1,2022,3167
36013571,-0.45329437,-29.72227287,-0.45329437,-29.72227287,3.13165e-06,-0.0,0.366,0.142,-83.272,2,3,1,2378,1683
24370790,-0.17693818,-29.50468636,-0.17693818,-29.50468636,8.40355e-06,-0.0,0.979,0.381,-20.797,2,3,1,950,2983
21989929,-0.49056828,-29.88730431,-0.49056828,-29.88730431,1.25281e-05,-0.0,0.578,0.224,18.996,2,3,1,2566,698
34946292,-0.29894036,-29.55275154,-0.29894036,-29.55275154,3.24259e-06,-0.0,0.309,0.121,50.082,2,3,1,1582,2695
19748866,-0.56300431,-29.42567253,-0.56300431,-29.42567253,2.01961e-05,-0.0,0.879,0.344,68.858,2,3,1,2954,3447
28828328,-0.54581684,-29.604496,-0.54581684,-29.604496,3.73589e-06,-0.0,0.237,0.091,42.271,2,3,1,2860,2382
18934958,-0.6009655,-29.7739315,-0.6009655,-29.7739315,8.22443e-06,-0.0,0.856,0.338,-54.422,2,3,1,3140,1371
17805409,-0.63930875,-29.65245819,-0.63930875,-29.65245819,1.86426e-05,-0.0,1.722,0.669,5.252,2,3,1,3343,2094
18955685,-0.49872297,-29.61737061,-0.49872297,-29.61737061,2.65068e-05,-0.0,1.044,0.412,71.074,2,3,1,2616,2306
23804341,-0.14751017,-29.61603355,-0.14751017,-29.61603355,6.10108e-06,-0.0,0.428,0.168,-69.216,2,3,1,797,2320
2849829,-0.54027188,-29.59743118,-0.54027188,-29.59743118,2.28431e-05,-0.0,0.85,0.329,6.834,2,3,1,2831,2424
6883468,-0.36740816,-29.47478867,-0.36740816,-29.47478867,1.39032e-05,-0.0,1.007,0.394,78.511,2,3,1,1938,3159
6801326,-0.51222402,-29.55413818,-0.51222402,-29.55413818,1.43254e-05,-0.0,0.764,0.299,-39.894,2,3,1,2687,2683
22541600,-0.58654785,-29.80966949,-0.58654785,-29.80966949,2.20498e-05,-0.0,0.968,0.377,5.482,2,3,1,3065,1159
36093087,-0.1405517,-29.81043434,-0.1405517,-29.81043434,1.19371e-05,-0.0,1.359,0.528,-14.883,2,3,1,759,1161
22334532,-0.13950503,-29.57809639,-0.13950503,-29.57809639,7.42706e-06,-0.0,0.741,0.29,53.042,2,3,1,755,2546
20942005,-0.63780618,-29.93425369,-0.63780618,-29.93425369,2.10611e-05,-0.0,1.284,0.506,89.658,2,3,1,3325,415
18367524,-0.10346586,-29.84444237,-0.10346586,-29.84444237,1.52135e-05,-0.0,0.78,0.306,72.377,2,3,1,567,959
17813913,-0.43193468,-29.89309692,-0.43193468,-29.89309692,4.67836e-06,-0.0,1.081,0.427,-29.12,2,3,1,2263,665
14881568,-0.64004946,-29.80693436,-0.64004946,-29.80693436,1.1365e-05,-0.0,2.819,1.06,70.06,2,3,1,3341,1174
6128529,-0.62667054,-29.76477051,-0.62667054,-29.76477051,9.14348e-06,-0.0,0.871,0.33,-1.02,2,3,1,3273,1425
12833232,-0.32705921,-29.73934174,-0.32705921,-29.73934174,1.60209e-05,-0.0,1.655,0.621,-3.901,2,3,1,1724,1583
2615761,-0.61172152,-29.7905941,-0.61172152,-29.7905941,2.41322e-05,-0.0,0.802,0.303,80.868,2,3,1,3195,1272
12459453,-0.41420764,-29.82520485,-0.41420764,-29.82520485,6.92885e-06,-0.0,1.14,0.432,73.732,2,3,1,2173,1070
5777766,-0.31825611,-29.53201103,-0.31825611,-29.53201103,1.61339e-05,-0.0,1.502,0.569,50.93,2,3,1,1682,2818
29713145,-0.05083367,-29.67560577,-0.05083367,-29.67560577,9.37012e-06,-0.0,0.641,0.243,-6.501,2,3,1,296,1965
33176014,-0.33885205,-29.77487564,-0.33885205,-29.77487564,1.21256e-05,-0.0,0.48,0.184,-64.752,2,3,1,1785,1371
7601295,-0.31907892,-29.52513695,-0.31907892,-29.52513695,2.72756e-05,-0.0,1.349,0.506,-76.914,2,3,1,1687,2859
16785187,-0.60820138,-29.68561935,-0.60820138,-29.68561935,7.08921e-06,-0.0,0.823,0.31,21.078,2,3,1,3180,1897
12246533,-0.11987824,-29.49736404,-0.11987824,-29.49736404,7.95459e-06,-0.0,1.253,0.482,-84.05,2,3,1,654,3027
